Rank,Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Genre,Director,Actor
161,대장 김창수,2017-10-19,2879121115,0.001,2879121115,381483,381483,748,21745,한국,한국,"(주)비에이엔터테인먼트,(주)무비스퀘어","(주)키다리이엔티,주식회사 키위컴퍼니",12세이상관람가,드라마,이원태,"조진웅,송승헌,정만식,정진영,신정근,유승목,정규수,이서원,곽동연,박소담,박재영,박정숙,박지훈,서주연,최서윤,이신우,이원태,이정철,이정현,홍재식,황정용,염혜란,오안진,한성천,이정현,전배수,배진웅,김시우,김재영,황재필,차영우,전정일"
162,고질라: 킹 오브 몬스터,2019-05-29,3085036318,0.001,3085036318,359041,359041,923,15867,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,SF",마이클 도허티,"밀리 바비 브라운,베라 파미가,카일 챈들러,샐리 호킨스,와타나 켄,장쯔이"
163,플립,2017-07-12,2823327700,0.001,2829970900,355017,355781,249,13181,미국,미국,,(주)팝엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",롭 라이너,"매들린 캐롤,캘런 맥오리피"
164,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2735399650,0.001,2735399650,353012,353012,489,7755,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,타카하시 와타루,"박영남,강희선,김환진,여민정,정유미,정혜옥,이용신,한채언,윤여진,홍범기,정혜원,박리나,김율,이호산,김현심"
165,7호실,2017-11-15,2677516639,0.001,2677516639,347823,347823,629,21853,한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,이용승,"신하균,도경수,김동영,김종수,김종구,박수영,전석호,황정민,정희태,김도윤,정승길,박소영,조민성,윤세현,이광기,이재혁,김성종,우지현,박근록,최무성,김지영,이서환,박신아"
166,덤보,2019-03-27,2775096512,0.001,2775096512,345521,345521,797,17627,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"가족,판타지",팀 버튼,"콜린 파렐,마이클 키튼,대니 드비토,에바 그린"
167,러브 유어셀프 인 서울,2019-01-26,3209682900,0.001,3209682900,342366,342366,224,4535,한국,한국,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
168,허스토리,2018-06-27,2521025949,0.001,2521025949,336822,336822,696,20406,한국,한국,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,민규동,"김희애,김해숙,예수정,문숙,이용녀,김준한,이유영,안세하,손강국,윤효진,이선민,이승연,손승훈,이현동,이형석,임서영,안진영,김혜림,오진호,민주홍,박수진,박용수,정미경,박정헌,정은택,김명희,하성영,김선영,김성환,김시영,김시영,박명신,한지민,이설,최병모,정인기,김혜준,오창경,김인우,임선우,박진수,박정규,오진호"
169,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,2418607200,0.001,2418607200,333184,333184,547,7619,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,하시모 마사카즈,"박영남,양정화,김환진,강희선,여민정,정유미,정혜옥,이장원"
170,희생부활자,2017-10-12,2515479835,0.001,2515479835,323628,323628,781,23596,한국,한국,"(주)영화사 신세계,(주)바른손이앤에이",(주)쇼박스,15세이상관람가,"미스터리,스릴러",곽경택,"김래원,김해숙,성동일,전혜진,장영남,박은혜,장성훈,전인한,정현수,오세진,이승진,함영준,이주연,이준혁,이확광,김성구,이지원,오대환,현봉식,전광진,강소연,이언수"
171,헬보이,2019-04-10,2776406321,0.001,2776406321,323098,323098,726,26506,미국,미국,,플러스 엔터테인먼트,청소년관람불가,"액션,어드벤처,판타지",닐 마샬,"데이빗 하버,밀라 요보비치,이안 맥쉐인,대니얼 대 킴"
172,블레이드 러너 2049,2017-10-12,2774970765,0.001,2774970765,322664,322664,664,16865,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,액션",드니 빌뇌브,"라이언 고슬링,해리슨 포드,아나 디 아르마스,실비아 획스,자레드 레토,데이브 바티스타,로빈 라이트,맥켄지 데이비스,레니 제임스,우드 해리스,데이비드 다스트말치안,카를라 주리,히암 압바스"
173,빅풋 주니어,2017-08-09,2260352900,0.001,2260352900,320545,320545,437,8128,벨기에,"벨기에,프랑스",,(주)이수C&E,전체관람가,"애니메이션,어드벤처,가족","제레미 드그루손,벤 스타센","우정신,임채헌"
174,덕구,2018-04-05,2390578700,0.001,2390578700,315882,315882,544,19008,한국,한국,"(주)영화사두둥,(주)빅오션이엔",플러스 엔터테인먼트,전체관람가,드라마,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아,이현,이도현,김현우,박민정,박윤호,정재훈,김보연,김수민,전소현,정기섭,류성현,엄현주"
175,번 더 스테이지: 더 무비,2018-11-15,2671391900,0.001,2671391900,315010,315010,243,4714,한국,한국,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,기타,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국,방시혁,윤석준"
176,트루스 오어 데어,2018-05-22,2647330400,0.001,2647330400,310956,310956,530,17066,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",제프 와드로,"루시 헤일,타일러 포시,바이올렛 빈,놀런 제라드 펑크,헤이 제토,브래디 스미스,샘 러너"
177,미성년,2019-04-11,2493769950,0.001,2493769950,293258,293258,673,27310,한국,한국,"(주)영화사레드피터,(주)스튜디오 산타클로스엔터테인먼트",(주)쇼박스,15세이상관람가,드라마,김윤석,"염정아,김소진,김혜준,박세진,김윤석,김희원,이희준,염혜란,이정은,미람,김혜윤,정이랑,정종준,전수빈,우민규,김대우,곽재훈,손유리,박예림,차상미,권유나,손가현,전승유,박중신,유창한,박화영,서병철,성도현,신치영,신하준,유미진,유순웅,여이레,김현석,김현숙,이상홍,곽나연,이상희,허다정,이준하,이지성,홍희자,황동욱,김종윤,김종한,황재열,정기욱,김영주,이명하,김왕도,주재윤,이윤재,송은정"
178,배심원들,2019-05-15,2301447090,0.001,2301447090,287752,287752,784,20262,한국,한국,반짝반짝영화사(주),CGV아트하우스,12세이상관람가,드라마,홍승완,"문소리,박형식,백수장,김미경,윤경호,서정연,조한철,조수향,권해효,김홍파,태인호,이해운,서진원,이영진,최영우,서현우,이용이,심달기,유순웅,김학선,고서희,정도원,염동헌,이서준,김선영,이규형,구윤회,한연희,임형택,김무령,이향란,우가은,유나,문창준,서영지,노지원,도준석,이한석,천찬양,이효순,이주윤,박건용,정다온,류덕환,민혜선,박재완,서영주,서정암,김나경,김동혁,김명진,신치영,양재훈,김상균,김상준,김상훈,이정훈,이주한,최영우,이지호,이승주,김지한,최현주,김지호,이현지,이현지,강진수"
179,커뮤터,2018-01-24,2286690955,0.001,2286690955,286062,286062,575,16145,영국,"영국,미국",,플러스 엔터테인먼트,15세이상관람가,액션,자움 콜렛 세라,"리암 니슨,베라 파미가,패트릭 윌슨,샘 닐"
180,신데렐라:마법 반지의 비밀,2019-02-20,2113630240,0.001,2113630240,284755,284755,575,9971,미국,미국,,예지림엔터테인먼트,전체관람가,"애니메이션,판타지",린 사우더랜드,"사문영,김혜성,남도형,시영준,김경희,민아,탁원정"
181,후드,2018-11-28,2203434149,0.001,2203434149,284601,284601,628,14338,미국,미국,,(주)이수C&E,12세이상관람가,어드벤처,오 바서스트,"태런 에저튼,제이미 폭스,벤 멘델슨,제이미 도넌,이브 휴슨,폴 W.S. 앤더슨"
182,모털 엔진,2018-12-05,2329489119,0.001,2329489119,268921,268921,661,15472,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",크리스찬 리버스,"헤라 힐마,로버트 시한,휴 위빙,지혜,스티븐 랭"
183,해리포터와 마법사의 돌,2001-12-13,2349913000,0.001,2349913000,267950,267950,33,3929,미국,미국,,워너브러더스 코리아(주),전체관람가,"가족,판타지",크리스 콜럼버스,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
184,나를 차버린 스파이,2018-08-22,2346742100,0.001,2346742100,264766,264766,278,12987,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,코미디",수잔나 포겔,"밀라 쿠니스,케이트 맥키넌"
185,기묘한 가족,2019-02-13,2119306275,0.001,2119306275,263322,263322,625,15311,한국,한국,"씨네주 유한회사,오스카10스튜디오",플러스 엔터테인먼트,12세이상관람가,"코미디,가족",이민재,"정재영,김남길,엄지원,이수경,정가람,박인환,장세아,김지안,장지건,오안진,이성우,전배수,오의식,황우상,정용구,강운,유독현,백송희,홍예서,장혜은,이라온,변주우,박솜이,신주현,김이라,안미라,고동형,강민구,박기루,이범직,한규칠,배주혜,유은조,나병기,정종한,임승하,안세일,심국보,성창호,손정수,지원석,곽한훈,김봉수,김기천,나애진,박경혜,노혜영,류경인,곽성은,김가빈,서문호,김다솜,박태진,박혜숙,송현욱,김만호,김미나,김민,김민상,안소영,안지원,김민희,유병선,유병선,김상현,오제근,김선화,오진호,지환,장민영,이상훈,최영민,이성훈,최유진,조민지,김혜지,김정원,조아라,이소연,이수경,김종기,이수아,윤정일,김승비,조은아,조은주,조은주,이순자,김시윤,최종률,이가경,김주형,한이원,이건수,이건창,이경민,김연정,김준석,강유나,강윤석,고경인,이규현,구본웅,김연희,차정민,이영석,이동희,이영아,김수란,이미지,김정중,한아름,김진문,이태건,김창조,한정화,이형직,김홍근,이유진,류철호,정우영,정우영,유순철,문지영,정민서,정민섭,유호연,신정근,윤지현,윤혜진,윤희철,최기범,정태인,이덕건,이창숙,최송이,최유라,김지안,장은총,장진경,장호정,서장현,오순태,오순태,장루이,임효성,채이설,김성준,강지혜,이승철,김시운,오진호"
186,악질경찰,2019-03-20,2256615278,0.001,2256615278,262233,262233,833,22785,한국,한국,"청년필름(주),다이스필름(주)",워너브러더스 코리아(주),청소년관람불가,"범죄,드라마",이정범,"이선균,전소니,박해준,송영창,박병은,김민재,남문철,정가람,이유영,권오상,오희준,윤지온,임철수,장영승,남태부,박소은,선욱현,송부건,송요셉,김문찬,안지현,양준석,염문경,염선식,유하나,오창경,윤선혜,이정철,임형국,이종혁,김인숙,이주한,허린,김정수,김정우,김호연,김효민,황보정일,최정운,김연주,권정민,권한솔,이도국,김곽경희,이창호,이화연,노희중,지화섭,김원식,문지홍,진우진,민대식,정영도,심영민,이한누리,이형구,이원,장태민,임종훈,양현진,박성희,송영섭,송용호,송재생,장율,한동원,황리한,한정훈,정재성"
187,미옥,2017-11-09,1930905564,0.001,1930905564,242737,242737,635,18143,한국,한국,(주)영화사 소중한,(주)키다리이엔티,청소년관람불가,"범죄,액션",이안규,"김혜수,이선균,이희준,최무성,김민석,오하늬,여이레,박상규,박주연,신지훈,이연,임용순,차순배,이서준,손상연,차래형,김연교,최현종,남성호,권율,김경민,박기륭,권범택,이도국"
188,명탐정 코난:감벽의 관,2018-02-14,1803389439,0.001,1803389439,242603,242603,487,8489,일본,일본,,(주)씨제이이엔,12세이상관람가,애니메이션,야마모 야스이치로,"김선혜,강수진,이현진,이용신,이정구,여민정,정선혜,우정신,황원,타카야마 미나미,야마구치 캇페이,야마자키 와카나,카미야 아키라"
189,아이 필 프리티,2018-06-06,2127094300,0.001,2127094300,240297,240297,213,11900,미국,미국,,(주)홈초이스,15세이상관람가,코미디,아비 콘,"에이미 슈머,미쉘 윌리엄스"
190,시카리오: 데이 오브 솔다도,2018-06-27,1938637400,0.001,1938637400,229542,229542,261,10977,미국,미국,,㈜코리아스크린,15세이상관람가,"액션,범죄,드라마",스테파노 솔리마,"조슈 브롤린,베니치오 델 토로,이사벨라 모너,캐서린 키너"
191,치즈인더트랩,2018-03-14,1890873700,0.001,1890873700,229005,229005,364,14710,한국,한국,(주)마운틴무브먼트스토리,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,스릴러",김제영,"박해진,이채민,오연서,박기웅,유인영,오종혁,박산다라,문지윤,김현진,김도완,전준영,이석준,백경찬,이주영,이현석,박상연,박우준,박재환,박주리,김기호,김동규,이우동,고민시,이정혁,김강훈,이정빈"
192,메리 포핀스 리턴즈,2019-02-14,1816281960,0.001,1816281960,224160,224160,573,11128,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"판타지,뮤지컬",롭 마샬,"에밀리 블런트,린-마누엘 미란다,벤 위쇼,에밀리 모티머,줄리 월터스,콜린 퍼스,메릴 스트립,딕 반 다이크,데이빗 워너,안젤라 랜스베리"
193,1급기밀,2018-01-24,1728645300,0.0,1728645300,218795,218795,512,11357,한국,한국,"(주)미인픽쳐스,(주)미디어모굴",(주)리틀빅픽쳐스,12세이상관람가,드라마,홍기,"김상경,김옥빈,최무성,최귀화,김병철,최고,이지원,서현우,이상철,이승훈,이윤혁,신윤정,김태민,유영호,최보연,김민정,김성진,김우진,김민기,권태원,김성민"
194,50가지 그림자: 해방,2018-02-21,1866384500,0.001,1866384500,217785,217785,213,10027,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스,스릴러",제임스 폴리,"다코타 존슨,제이미 도넌"
195,속닥속닥,2018-07-13,1900914300,0.001,1900914300,217444,217444,314,8246,한국,한국,"(주)파이브데이,꿀잼컴퍼니(주)",(주)그노스,15세이상관람가,"공포(호러),미스터리",최상훈,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미,윤지원,이동규,이동희,김정희,서기욱,이준혁,이지원,김지영,신은정,김현우,김형태,오원준,오혜진,전형주,정소연,박지연,박지혜,김진영,김민수,김민성,김수빈,김시은,김유진,신재승"
196,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,1581375300,0.0,1581375300,215203,215203,486,6240,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,"우시로 신지,요코이 타케시","박경혜,홍범기,김현지,김가령,정유정,방연지,정혜옥,김율,강호철,신용우,이호산,김새해,임윤선,김정훈,정선혜,여윤미,김보영,김채하,한신,현경수,이미자,이수진,김신우,손수호,김지율"
197,벽 속에 숨은 마법시계,2018-10-31,1654715300,0.0,1654715300,215029,215029,609,14005,미국,미국,,CGV아트하우스,전체관람가,"판타지,공포(호러),미스터리,SF,스릴러",일라이 로스,"잭 블랙,케이트 블란쳇,오웬 바카로"
198,허리케인 하이스트,2018-03-14,1730262848,0.0,1730262848,214949,214949,544,16363,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,범죄",롭 코헨,"토비 켑벨,매기 그레이스"
199,한 솔로: 스타워즈 스토리,2018-05-24,1964276778,0.001,1964276778,213980,213980,569,14818,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF", 하워드,"엘 이렌리치,에밀리아 클라크,폴 베타니,워 데이비스,우디 해럴슨,탠디 뉴튼,클린트 하워드"
200,어쌔신: 더 비기닝,2017-12-07,1595542000,0.0,1595542000,205544,205544,528,13441,미국,미국,,(주)이수C&E,15세이상관람가,액션,마이클 쿠에스타,"딜런 오브라이언,테일러 키취,마이클 키튼"
201,요로나의 저주,2019-04-17,1784935221,0.0,1784935221,202756,202756,620,18561,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),마이클 차베즈,"린다 카델리니,패트리시아 벨라즈퀘즈,레이몬드 크루즈,숀 패트릭 토마스"
202,어린 의뢰인,2019-05-22,1671674600,0.0,1671674600,202617,202617,671,17407,한국,한국,이스트드림시노펙스(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"드라마,가족",장규성,"이동휘,정선희,유선,최명빈,이주원,고수희,서정연,원현준,이나라,정준원,이현균,이지훈,이로운,이봄,정희태,양희원,장정연,박미리,강지현,고경희,도한나,김가은,서병철,김나경,박준희,손광익,배진아,김명신,백승철,신영주,변주현,신정섭,신혜정,김보경,오규택,김보연,오정우,오준호,옥주리,최민정,장규성,이주열,허승,이준형,장한나,제승현,조덕현,김호정,전정일,김종선,정규연,김시영,김시윤,조태일,정민석,고유림,구순모,권방현,길상우,이동영,이동욱,이미영,한대훈,임용순,한동희,김주황,이헌주,조은혁,정시후,도건후,주소망,나주호,주은옥,남종수,원현준,한희정,김태윤,유이,민정기,차준희,민효경,윤성욱,신나라,정준원,정지웅,신아정,안귀령,이황의,박지서,전은미,전하늘,백연재,백우재,오효진,신미림,하윤서,한갑수,부진설,한예성,김성준,조셉"
203,비스트,2019-06-26,1582951940,0.0,1582951940,200394,200394,737,12277,한국,한국,(주)스튜디오앤뉴,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,스릴러",이정호,"이성민,김수정,유재명,전혜진,최다니엘,김영성,문순주,이서환,권훈,김경덕,김경로,서영수,박재원,옥자연,김귀선,선율우,김대곤,김대근,김대한,박찬규,손지영,박혜숙,김만호,봉신주,봉신주,안성봉,양재훈,김상수,오진석,김은혜,이종원,정종호,이종현,고재경,최성환,정찬우,이준호,김호정,김홍파,홍준표,이송희,정명훈,강려원,이승재,조홍우,김지안,권경훈,김영경,권영조,길덕호,김만기,김민송,김병춘,이미정,임예은,김은환,김혁,한우리,김통령,조정웅,이유진,유병훈,진범일,김철환,박경용,윤은정,박빈,이종신,최문수,박세기,심완준,안시연,안시하,이재혁,이호균,이효빈,박일룡,임예슬,박태성,전우신,임진후,손찬성,장준녕,오창석,장민기,백인권,한규원,황승일,현오봉,이상희,박지수,이영호,이현"
204,언니,2019-01-01,1757528250,0.0,1757528250,198377,198377,530,11321,한국,한국,"필름에이픽쳐스,(유)조이앤시네마","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",청소년관람불가,액션,임경택,"이시영,박세완,이준혁,최진호,강민범,류도하,민예지,박일우,선율우,성승주,성진,박지완,김대근,김대홍,박하랑,배소현,배우진,신철민,안세하,육효명,윤대근,오현진,윤송아,신철민,공민규,이상훈,홍성호,최원호,김호진,김정팔,이육헌,김준희,이고은,이금주,곽인준,국하은,태정,김기무,김예진,임용순,임주영,김채현,김원해,조원재,조정환,조정환,이형철,주인서,문수빈,김태윤,문의영,정다향,김원중,정온서,정우리,채화,이자은,정회동,이태광,최인순,배시진,전승희,서윤하,설정환,성유라,홍대영,김강산,정수현"
205,극장판 포켓몬스터 모두의 이야기,2018-12-19,1523609950,0.0,1523609950,194692,194692,493,5338,일본,일본,,(주)이수C&E,전체관람가,애니메이션,야지마 테츠오,
206,언더,2019-01-16,1489802830,0.0,1489802830,194024,194024,612,10752,한국,한국,(주)오돌또기,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"오성윤,이춘백","도경수,박소담,박철민,강석,이준혁,연지원,전숙경,박중금,명순용,서승원,이지운,김정은,진양욱,탁원정,송정희,한신정"
207,업그레이드,2018-09-06,1743757800,0.0,1743757800,190387,190387,220,11549,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,리 워넬,"로건 마샬-그린,해리슨 길벗슨"
208,런닝맨 : 풀룰루의 역습,2018-12-05,1427205750,0.0,1427205750,187777,187777,511,5535,한국,한국,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤준상,"김서영,권창욱,엄상현,김연우,강시현,전태열"
209,우상,2019-03-20,1581839728,0.0,1581839728,183784,183784,900,18545,한국,한국,"리 공동체 영화사,(주)바른손",CGV아트하우스,15세이상관람가,스릴러,이수진,"한석규,설경구,천우희,김재화,현봉식,안다정,문순주,조병규,강말금,박경찬,강진경,강충훈,박민우,곽나연,민경진,민경진,권혁준,길창규,서주희,성도현,김동현,승의열,배진아,김명곤,신정섭,유광수,김병수,유승목,유승목,양희우,오누리,김서원,김선빈,김선중,김송일,이상민,정주현,이주원,최선규,이주현,최영경,장윤정,김재화,최유리,홍정희,조미초,김호,최윤정,김흥열,김수현,김희정,조대희,전진기,조윤정,이건창,주보라,이다슬,김영주,김미원,하민,이동훈,이영석,김성녀,김성모,김왕도,김술람,임정민,한다경,이예슬,이채,김지원,이우현,김정일,김종만,조영복,김향숙,김한준,김현룡,김혜화,김홍수,나라,명도진,원근수,주혜원,정우영,이윤희,이은,이인경,신동길,윤영섭,박기선,박명남,이강복,이지예,심은주,이한성,이순원,이순환,김윤호,안혜원,최은미,양현선,양현선,양지빈,박하은,오병남,임호경,설경구,백한영,임병열,홍주환,한석규,황민수,황주리,한우연"
210,극장판 도라에몽: 진구의 보물섬,2018-08-15,1375508400,0.0,1375508400,183220,183220,463,5488,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,SF,어드벤처",이마이 카즈아키,"윤아영,김정아,조현정,최낙윤,이현주,임은정,김정은,이지현,이경태,강은애,박성영,이다은,손선영,김은연,정의한,김진홍,이승행,이창민,서반석,원에스더,미즈타 와사비,오오하라 메구미,카카즈 유미,키무라 스바루,세키 토모카즈,카네모 히사코,유키 아오이,야마시타 다이키,오리카사 후미코,오토모 류자부로,하야미 사오리,나가사와 마사미,오오이즈미 요"
211,유전,2018-06-07,1568929938,0.0,1568929938,178121,178121,422,9342,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,공포(호러),아리 에스터,"토니 콜렛,가브리엘 번,알렉스 울프,밀리 샤피로"
212,채비,2017-11-09,1260533864,0.0,1260533864,177439,177439,480,9983,한국,한국,"(주)26컴퍼니,(주)영화사바른",오퍼스픽쳐스(유),12세이상관람가,드라마,조영준,"고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,송국진,양태열,유지연,한지호,이태규,김남언,장문규,김정환,현봉식,김영재,박성연,어성욱,박혜영,박재한"
213,자전차왕 엄복동,2019-02-27,1304861670,0.0,1304861670,172212,172212,624,11245,한국,한국,(주)셀트리온엔터테인먼트,(주)셀트리온엔터테인먼트,12세이상관람가,드라마,김유성,"정지훈,강소라,이범수,민효린,김희원,고창석,이시언,오민애,박진주,이정현,강덕중,강문봉,박근형,강인구,강희욱,강희중,고수희,박상원,박선주,구민혁,박성택,박영일,박용수,박재우,김규리,박태준,김동민,김동하,송재호,배창호,신철진,김민수,김병욱,김병철,유현식,오승희,윤병희,김수웅,임채선,최명빈,장근영,최석환,이서준,허유리,정혁진,김재열,이지민,김기범,조용현,김희진,이찬유,이지환,윤종구,정규민,정규호,조현수,이경영,고재성,김지성,최철수,구본규,권솔로,차순배,정석원,최환,기연호,김광오,채서원,이도용,김문학,김민건,김슬우,조두영,조무건,이창훈,김일우,김재선,김종재,이채원,이원종,김용진,노희국,김한울,조준,조준,이혜원,도용구,김태훈,우민제,한철우,주정원,문경현,노광규,김태현,이윤수,문두환,유영준,이으뜸,정동현,김원진,이은솔,유혁,차석호,차성제,왁스,박경화,김찬수,이장원,신수항,박병우,박병호,이정필,김진호,최대철,이정홍,최동익,최래선,정혜윤,김진우,이충구,박시후,안수민,이한들,이한위,이승로,이승로,이화랑,이영배,이영서,이예성,박정욱,박혜린,임지춘,염호정,전종헌,전해솔,서재홍,손지안,임형태,손한결,장도영,하재우,백태훈,박기범,홍성환,한성빈,황민우,한태일,함태인,김광수,윤대근,김문학,이승"
214,더 프레데터,2018-09-12,1502022014,0.0,1502022014,170878,170878,582,17579,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"SF,액션,스릴러",쉐인 블랙,"올리비아 문,보이드 홀브룩,트레반트 로즈,스털링 K. 브라운,제이콥 트렘블레이"
215,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,1181952900,0.0,1181952900,167052,167052,351,4274,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,SF,가족,어드벤처",다카하시 아츠시,"미즈타 와사비,오오하라 메구미,카카즈 유미"
216,이프 온리,2004-10-29,1294610200,0.0,6815656200,162198,1021632,168,8859,미국,미국,"인터미디어필름,아웃로 프로덕션즈,테이피스트리 필름","와이드 릴리즈(주),(주)제이앤씨미디어그룹,유니코리아문예투자(주),(주)씨제이이엔","15세관람가,12세이상관람가","멜로/로맨스,판타지",길 정거,"제니퍼 러브 휴잇,폴 니콜스"
217,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,1205873200,0.0,1205873200,157689,157689,454,5398,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,우시로 신지,"여민정,김지율,홍범기,신용우,이호산"
218,아토믹 블론드,2017-08-30,1177725658,0.0,1177725658,155368,155368,471,12300,미국,미국,,(주)키다리이엔티,청소년관람불가,액션,데이빗 레이치,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라,존 굿맨,토비 존스"
219,레 닌자 무비,2017-09-28,1149394400,0.0,1149394400,154966,154966,459,4751,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,액션,코미디,어드벤처,가족",찰리 빈,
220,크레이지 리치 아시안,2018-10-25,1333313141,0.0,1333313141,154297,154297,531,12370,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,코미디",존 추,"콘스탄스 우,헨리 골딩,양자경,젬마 찬,아콰피나,니코 산토스,켄 정"
221,다운사이징,2018-01-11,1237574004,0.0,1237574004,150339,150339,511,8378,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",알렉산더 페인,"맷 데이먼,크리스틴 위그,크리스토프 왈츠,제이슨 서디키스"
222,나를 기억해,2018-04-19,1230898892,0.0,1230898892,141222,141222,545,14322,한국,한국,(주)오아시스이엔티,(주)키다리이엔티,청소년관람불가,"미스터리,범죄,스릴러",이한욱,"이유영,김희원,오하늬,이학주,김다미,고규필,손강국,윤희정,이규현,이재혁,김준희,김태윤,김희원,장혁진,떠리삐에,이홍내"
