title,date
Oil Firms To Raise Prices Next Month. By Christine A. ... ,2000-01-27
"Local On Dealers Say Prices On Downswing. In Contrast, Us. ",2000-01-31
Oil At Highest Price Since Gulf War Fuel Cost. ,2000-01-20
Bright Outlook For Mastek. Company Set To Start Crude Oil ... ,2000-01-24
Pittsburgh Post-Gazette Monday. January 2000. National It. ... ,2000-01-31
High-Tech Boom Lessens Effects Of Oil Prices. Oil Closes In ,2000-01-22
Refinery Has Potential Buyers With Plant Nearing Closing Day,2000-01-31
300 To Lose Jobs At Venango Refinery. ,2000-01-07
Times Daily ,2000-01-22
Philippine Daily Inquirer ,2000-01-17
Gulf War Oil Prices Are Back. ,2000-01-20
Us Economy Weathering Steep Oil Price Rise. ,2000-01-21
Rising Crude Cost Seen To Trigger Fuel Price Hike. ,2000-01-24
"Crude, Heating Oil Prices Cooling Off. ",2000-01-29
"Motorists Pay More For Fuel. Opec Cuts Pinch Inventories, ... ",2000-01-22
Motorists Paying More For Fuel. ,2000-01-22
Editorialletters ,2000-01-26
"Oil Prices Rising, But Inflation Under Control The The ... ",2000-01-22
Lowered Production Expected To Continue As Oil Tops $28 A ,2000-01-16
"Prices For Oil Products Like Diesel, Gasoline, Jet Fuel And ... ",2000-01-30
Today's News-Herald ,2000-01-22
Oil Prices Surge. February Economy Barely. Flinching; For ... ,2000-01-22
Palace Seeks Gentler Oil Price Increase. ,2000-01-04
Oil Prices Slide Right Off Economy's. ,2000-01-22
Crude Oil Spill In Rio Worst. ,2000-01-20
Today's News-Herald ,2000-01-25
Oil Tops $28 A Barrel. ,2000-01-14
Lowered Production Expected To Continue As On Tops A Barrel,2000-01-16
Prices Of Bonds Up. ,2000-01-22
Rising Oil Prices Not Rattling Economy. ,2000-01-22
Nation Congressman Invites Web Surfers To Read His Policy ,2000-01-10
Economy Hums While Crude Oil. I. Tech Dim. Lech Stocks. ... ,2000-01-22
Oil Firms Defer Price Hike Until. By Othel V. Campos ,2000-01-11
Gas: Higher Prices May Have Resulted In Drive-Off Increases. ,2000-01-26
Sun Journal ,2000-01-24
"Copper, Crude, Corn Advance In Trading. ",2000-01-20
Today's News-Herald ,2000-01-15
"The Robesonias. Lumberton, Ncs. Sunday, January 16, 2000 ",2000-01-16
Oil Prices Heat Up. ,2000-01-22
Lower Crude Costs Cause Gas Price Drop. ,2000-01-10
London Petroleum Prices Surge To Nine-Year High. ,2000-01-20
Kansas Oil Industry Picking Up After Years Of Lagging Prices. ,2000-01-24
Daily News ,2000-01-14
Cold Weather Ignites Natural Gas Prices. ,2000-01-21
Lack Of Y2k Panic Causes Oil Prices Drop. ,2000-01-10
Consumers Start To Feel Effects. Oil Prices Near 9-Year Highs,2000-01-22
Toledo Blade ,2000-01-22
By Dave Carpenter. ,2000-01-22
Oil Has Impact. By Dave Carpenter. ,2000-01-23
Us Energy Chief Says Y2k Preparation Worth The Cost. There ,2000-01-03
Impact By Dave Carpenter. ,2000-01-21
Computer Hacker Mitnick Released From Prison ,2000-01-22
"Oil Costs Soaring. Despite Fuel Price Increases, Inflation ... ",2000-01-22
"Without Y2k Panic, Pump Prices Decline. ",2000-01-10
Gasoline Prices Drop. ,2000-01-10
Gasoline Prices Drop Over Past 3 Weeks. ,2000-01-10
Wall Street. Dow Falls; Investors Shift To Nasdaq. ,2000-01-22
Ill Gas Prices. ,2000-01-10
Oil Futures And Other Energy Commodities Drop. ,2000-01-08
Pipeline Firm Is Punished For Spills. $30 Million Fine Is ... ,2000-01-14
Don't Fear Diesel. ,2000-01-09
Refinery Loss Hits Venango Communities. ,2000-01-12
Ill Prices. ,2000-01-28
Energy Secretary Says Strategic Reserves Won't Be Tapped To ,2000-01-26
Oil Leaks . ,2000-01-14
"Lower Crime On Of Panic Cause Price Price Drc Cause. Mill, ... ",2000-01-10
Erap Backs Oil Exchange. ,2000-01-11
"China To See Increased Production Of Oil, Gas. ",2000-01-10
"Oil Prices Up, Impact On Economy Down. ",2000-01-22
"Us Unflinching As Oil. The Reason: Oil. It The New, ... ",2000-01-22
Briefly Speaking. ,2000-01-15
"Weather, Cuts Spur Increase In Gas Prices. ",2000-01-24
Gas Prices Fall. ,2000-01-10
"Farms, Lands, Ranches. ",2000-01-24
Waycross Journal-Herald ,2000-01-15
Wildlife Threatened By Brazilian Oil Spill. ,2000-01-22
Oil Pipeline Ruptures In Clark County. ,2000-01-30
Rio Oil Spill Hits Nature Preserve. ,2000-01-22
Oil Prices Hit Nine-Year High. ,2000-01-15
The Argus-Press ,2000-01-21
"70 Vehicles Pile Up, Killing 7. ",2000-01-24
Brazilian Oil Spill Threatening Endangered Animals In Swamp,2000-01-19
Commodities ,2000-01-21
15-Month Cd. ,2000-01-29
Oil Prta. ,2000-01-22
Briefly Brazilian Oil Spill Continues To Spread. ,2000-01-23
Counter Attack On Rising Oil Prices: Cutting Your Energy Costs,2000-01-31
Over Higher Oil Prices Hit Truckers Where It Hurts. ,2000-01-26
Gas Prices Dip. ,2000-01-10
Gasoline Prices Drop At The Pump. ,2000-01-10
Crude Oil Pipeline Ruptures In Clark Co. ,2000-01-29
Star-News ,2000-01-30
Improving Technology Helps Cut Your Energy Costs. ,2000-01-30
Gainesville Sun ,2000-01-30
Energy-Efficiency Will Help Save Big. ,2000-01-29
Energy Efficient Technology Can Help Cut Energy Costs. ,2000-01-29
High Costs Of Medicines. ,2000-01-29
Today's News-Herald ,2000-01-26
Free ,2000-01-16
Blue Chips Fall As Nasdaq Gains. More Investors Are Buying ,2000-01-21
Tech Stocks Draw Investors. Nasdaq To Than Than The Market ,2000-01-23
Reports Cause Stock To Tumble. ,2000-01-22
Dow Tumbles As Nasdaq Hits Another High . ,2000-01-22
Investors Moving Away From Industrials. ,2000-01-22
"Dow Slumps, Nasdaq Rises Again ",2000-01-22
Pipe Burst Causes Gulf Oil Spill. ,2000-01-23
World News. In Brief. ,2000-01-21
Daily News ,2001-04-21
Oil Prices Boosted By Opec Signals On Output Curbs. ,2001-04-27
Rome News-Tribune ,2001-04-24
The Mysteries Of Synthetic Oil Revealed. ,2001-04-26
Oil Profits Soar As Gas Prices Rise. A National Survey Shows ,2001-04-24
Pipe Corrosion Blamed For Spill On Tundra In North Slope Oil ,2001-04-19
Energy Watchdog Foresees Tight Gasoline Supplies In Summer,2001-04-13
Indonesian Oil Output Fell 1.9 Per Cent Last Month. ,2001-04-04
"Second I M To Contact. The News Department, Call. 1 Fi 1. ... ",2001-04-22
Page A2 Us. Gasoline Analyst Discusses Jump In Prices. ... ,2001-04-23
Daily News ,2001-04-21
Oil Prices Boosted By Opec Signals On Output Curbs. ,2001-04-27
Rome News-Tribune ,2001-04-24
The Mysteries Of Synthetic Oil Revealed. ,2001-04-26
Oil Profits Soar As Gas Prices Rise. A National Survey Shows ,2001-04-24
Pipe Corrosion Blamed For Spill On Tundra In North Slope Oil ,2001-04-19
Energy Watchdog Foresees Tight Gasoline Supplies In Summer,2001-04-13
Indonesian Oil Output Fell 1.9 Per Cent Last Month. ,2001-04-04
"Second I M To Contact. The News Department, Call. 1 Fi 1. ... ",2001-04-22
Page A2 Us. Gasoline Analyst Discusses Jump In Prices. ... ,2001-04-23
Gasoline Prices Jump Almost 13 Cents Per Gallon ,2001-04-24
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-20
Daily News ,2001-04-13
Study: Trice Trice Spikes For Summer Gasoline Possible. ... ,2001-04-13
Energy Futures Decline In In Auiet Trad Inc. ,2001-04-06
Firefighters Stop Refinery Blaze With No Injuries. No ... ,2001-04-23
Fuelling Power Sector With Crude Palm Oil. Technique Marks ,2001-04-30
Sarasota Herald-Tribune ,2001-04-20
Energy Encouraging Greater Utilisation Of Gas. ,2001-04-24
Gasoline Suppliers Are Playing Games. ,2001-04-08
Study Predicts A Pinch At The Pump Many. Experts See Of P N ,2001-04-13
Gasoline Prices Study Predicts. A. Pinch At The Pump. Many ,2001-04-12
"This Is Purely A Us. Gasoline Mar Ket Phenomenon, Not Crude ",2001-04-24
Survey Of Passengers Finds Critics Of Airlines. ,2001-04-12
Smuggled Oil Ship Sinks In Persian Gulf Mm. ,2001-04-16
"Economy Ship Sinks In Persian Gulf, Spilling Smuggled Iraqi Oil",2001-04-16
"Buyers Take To Technology Liv Tyler Adds Vixen, Elf To ... ",2001-05-01
Venezuela Says Opec May Produce Less Oil. ,2001-04-20
Gas Prices Up 7 Cents As Demand Increases. ,2001-04-09
Waycross Journal-Herald ,2001-04-19
Memo Details Plan To Lift Gas Prices. Gasoline: Sen. Wyden ,2001-04-26
Sun Journal ,2001-04-27
"Right Strategies Needed. Government Agencies, Industry Urged ",2001-05-01
Wyden Says Memo Shows Plan To Raise West Coast Gas Prices. ,2001-04-26
Group Says Gas-Price Spikes Likely This Summer. ,2001-04-13
Gasoline Prices Post Steep Jump. Cost Per Gallon Up 1 3 ... ,2001-04-24
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Gas Prices Jump 13 Cents Per Gallon ,2001-04-23
Gas Prices On The Rise. Pumped: Motorists. See Prices At The ,2001-04-23
Gas Costs Jump Nearly 13 Cents. ,2001-04-20
Gas Prices Up Almost 13 Cents In 2 Weeks. Supplies Are Tight ,2001-04-24
I Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Don Compromise Refuge. ,2001-04-09
Portsmouth Daily Times ,2001-04-02
New Accident On Rig Spills Oil Off Brazilian Coast. ,2001-04-13
Midwestern States Hit Particularly Hard At The Gas Pump. ,2001-04-07
Government Predicts Summer Of Surging Gas Prices. ,2001-04-08
Rig Accident Spills Oil Off Coast. ,2001-04-13
Money ,2001-04-24
From Dependence On Opec Oil Or End Our Vul Nerability To ... ,2001-04-19
Gas Price Jump Highest Ever In Two-Week Period. ,2001-04-23
"Venezuela, Mexico, Columbia To Announce Accord, Stable Prices",2001-04-09
Us Looks To Canada To Fill Energy. Soaring Energy Prices ... ,2001-04-28
Gas Prices Take Record Jump. ,2001-04-24
Kentucky New Era ,2001-04-26
Higher Gasoline Prices Predicted For This Summer. ,2001-04-13
Report: Gas Supplies May Be Tight. ,2001-04-13
Accident On Rig Spills Oil Off Brazilian Coast. ,2001-04-13
Brazil Oil Rig Blowout. ,2001-04-13
Another Oil Rig Leaks Off Coast Of Brazil. ,2001-04-12
Waycross Journal-Herald ,2001-04-23
Boom ,2001-04-22
Boom ,2001-04-21
Why Are Gas Prices Going Up? ,2001-04-30
Energy Firms Make Strides In Fortune 500. Rankings: The ... ,2001-04-02
"I Venezuela. Mexico, Colombia Reach Oil. The Gadsden Times ",2001-04-09
2 Gas Not Likely This Summer. ,2001-04-17
Fortune 500. Exxon Rises To Top Spot. Cm Falls To Third In ,2001-04-02
Exxon Mobile Drives Gm From Fortune 500'S Top Spot. ,2001-04-02
Exxon Mobil Profits Rise. ,2001-04-24
After 15 Years. Gm Driven From Top Spot Of Fortune 500. ,2001-04-03
Energy Prices Spark Fortune 500 Climb For Some Companies. ,2001-04-02
Exxon Mobil Profits Rise. ,2001-04-24
Energy Companies Climb Fortune List. ,2001-04-02
Exxon Tops Fortune 50. ,2001-04-02
Exxon Mobil Tops Gm At Top Of Fortune 500. ,2001-04-01
Exxon Mobil Is No. 1. Top Firms Named To Fortune 500. ,2001-04-02
Us Energy Companies Earning Record Revenues. ,2001-04-02
General Motors Driven From Top Spot Of Fortune 500. ,2001-04-02
"After 15 Years, Gm Dropped From Top Of The Fortune 500. ",2001-04-02
Exxon Mobil Rides Energy Surge To Top Of Fortune 500 List. ,2001-04-02
Exxon Mobil Tops Fortune 500. Surging Energy Prices ... ,2001-04-02
The Durant Daily Democrat ,2001-04-11
Us Headed Toward Energy Problems This Summer. ,2001-04-10
Totalflnaelf Ptfe; The Parent Company. ,2001-04-09
Gasoline Supplies Tight In Summer. ,2001-04-13
Usx-Marathon Earnings Top Analysts Predictions. ,2001-04-20
Gas Prices Up 27 Cents Since Last Month. ,2001-04-28
Collins Unveils Energy Report. Alarming Price Increases ... ,2001-04-27
Oregon Senator Sees Gas Hikes Coming. ,2001-04-26
By The Gallon ,2001-04-29
Opec Cuts Production This Month. Gasoline Prices Expected To ,2001-04-13
Energy Group. ,2001-04-13
Stvika Haa. ,2001-04-13
"Executive, International Marketing. Main Responsibilities: ",2001-04-28
Cal Thomas. ,2001-04-03
Up In Smoke And Flames. Gas Prices Soar On Refinery Fire. ,2001-04-25
The Boise City News ,2001-04-18
Madison Avenue Gets The Budget Account; Here's Preview. ,2001-04-27
Consumers Face Higher Summer Gasoline Prices. ,2001-04-29
Oil Companies Getting Fat. ,2001-05-01
Continued Iiom Lit. ,2001-04-02
The Boise City News ,2001-04-18
Will Next Generation Inherit Energy Crisis? ,2001-04-04
World Low Oil Inventories Could Lift Prices. ,2001-04-13
Toledo Blade ,2001-04-02
The Victoria Advocate ,2001-04-29
Sarasota Herald-Tribune ,2001-04-02
Gasoline Costs Jump Nearly 13 Cents. ,2001-04-23
