title,date
"No Shortage, But Oil Futures Prices Soar. ",1989-01-17
Oil Futures. Near-Month Prices Soar. ,1989-01-17
Oil Futures Surge Highest Since 87. ,1989-01-17
Oil Surge. ,1989-01-17
Oil Futures Prices Surge On Market Speculation ,1989-01-17
Oil Futures Bolstered. ,1989-01-17
Oil Futures Prices Climb. ,1989-01-17
Oil Production Figures Released. ,1989-01-25
The Oil Patch's Warning Issued. Problems Head. Congress List ,1989-01-04
"Tanker Aground, Spilling Oil Off Oahu. ",1989-03-03
Wells Yield More Gas. ,1989-02-24
Oil Spill Threatens Oahu Beaches. ,1989-03-03
Commodities ,1989-02-15
Tanker Spills Crude Oil Justices Uphold Into Ocean Near Oahu Ot,1989-03-03
"Tanker Runs Aground, Spills Oil And Fuel. ",1989-03-03
Crude Oil Prices Decline. ,1989-02-14
Crude Oil Prices Decline. ,1989-02-15
Palouse Wheat Could Ease Opec Squeeze. ,1989-02-15
Opec Still Unified In Cutting Oil Output. ,1989-02-21
Crude Oil Prices Jump Up Sharply. ,1989-02-03
Simex To Offer Fuel Oil Futures Contract. ,1989-02-02
Subroto Says Opec Nations Adhering To Oil Quota. ,1989-02-21
Warning ,1989-02-27
In Alaska. New Oil Field Found. ,1989-02-22
Commodity Roundup. ,1989-02-16
The Albany Herald ,1989-02-16
Output Limit Plan Raises Oil Futures. ,1989-02-16
"At Port Arthur, Tex. Thousands Flee Big Oil Spill. ",1989-02-21
Opec Accord Said Raising Prices. By Sally Jacobsen. ,1989-02-21
Energy Futures Go Higher. ,1989-03-03
Energy Futures Go Higher. ,1989-03-02
Commodities ,1989-02-11
Non-Opec Nations Back Cut In Exports. ,1989-02-22
Crude Oil. ,1989-02-14
A4 The Day. New London Conn Sunday. Antarctic Oil Spill May ,1989-02-04
Independent Producers Offering To Help Opec. ,1989-02-22
Non-Opbu Producers To Cut Exports. ,1989-02-22
Antarctic Oil Spill Threatens Wildlife Research. ,1989-02-05
Strike Threatens Supplies Of Oil And Gas To Victoria. ,1989-02-03
Wholesale Prices Shoot Up. January's Surge At Annual Rate ... ,1989-02-10
Crude Oil Futures Bound Back After Early Slide. ,1989-02-08
Opec Members Sticking To Production Ceilings. ,1989-02-21
Petroleum Futures Mixed. ,1989-02-24
"The Blade: Toledo, Ohio, Saturday. March 4.1989 Grounded ",1989-03-03
"Opec Has Found Its Form, Officials Say. ",1989-02-21
Energy Prices. ,1989-03-03
Possible Way To Improve Oil Extraction Process. ,1989-03-01
Kennedy And County Commissioner. Tanker Runs Aground. ,1989-03-03
Wholesale Prices Soar At Annual Rate Of 12.7 Percent. By ... ,1989-02-10
Wholesale Prices Soar At Annual Rate Of ,1989-02-11
Strike Team Sent To Clean Grounded Tanker Spill . ,1989-03-03
Energy Futures Fall Sharply. ,1989-02-11
Wholesale Costs Skyrocket At Annual Rate Of ,1989-02-10
Earnings From Crude Oil Up. ,1989-02-24
Tanker Spills Oil Near Honolulu. ,1989-03-03
Demand Drops Ohioans Also Suffer From Oil Price's In January ,1989-02-26
Commodity Roundup. ,1989-02-25
Texans Flee Refinery Leak. ,1989-02-21
Non-Opec Nations May Join Move To Spur Price Pickup. Oil ,1989-02-22
Business Capsules. Egypt Raises Oil Price. ,1989-03-01
"Rub-A-Dub-Dub, In Style. Models Wave From The Front Seat. Of ",1989-02-28
Producer Prices Soar At 12.7 Percent Annual Rate. ,1989-02-10
Sarasota Herald Trib. Sunday February 1989. Oil Spill May ... ,1989-02-05
Experts: Antarctic Spill Has Forever Chanaed Researcl. ,1989-02-05
Going Fairly Well At Shell. ,1989-03-03
Petroleum Futures. ,1989-02-28
Hance Says Hell Pay For Switzerland Trip. ,1989-02-05
Opec Seen Complying With Quotas. ,1989-02-21
Sarasota Herald! Sunday February 1989. Oil Spill May Harm ,1989-02-04
Ship's Oil Spill May Threaten Antarctic Environment. ,1989-02-05
Wrong Audience. ,1989-02-28
Us Oil Imports Reach Nine-Year High In January. New York. ,1989-02-16
Commodities ,1989-02-24
The Telegraph ,1989-02-13
Commodity Roundup. ,1989-02-08
Scientists: Antarctic Spin Threatens Research. ,1989-02-05
Oil Imports Up. ,1989-02-16
Speculatives Rally Smartly. ,1989-02-21
Tanker Off Hawaii Freed; Oil Soils Some Oahu Beaches. ,1989-03-03
Crude Oil. ,1989-02-08
Crews Clean Up Oil Spill From Tanker Aground Near Honolulu,1989-03-03
Snowe Seeks Ban On Alaskan Oil Exports. ,1989-02-03
Spokane Chronicle ,1989-02-22
The Telegraph ,1989-02-05
Energy Prices Higher. ,1989-03-03
Oil Imports Up . ,1989-02-16
Official Says Opec Keeping To Quotas. ,1989-02-21
"Opec Members In Compliance On Output Accord, Subroto Says",1989-02-21
Editorial ,1989-02-08
Reading Eagle ,1989-02-16
Oil ,1989-02-16
Threatens Research. ,1989-02-05
Antarctic Spill Threat To Wildlife. ,1989-02-05
Oil Spill Threatens Study. ,1989-02-05
Oil Flows Threaten Continent's Pristine Environment. ,1989-02-10
"Scientists Say Oil Spill Hurts Nature, Wildlife Research. ",1989-02-05
Bp Exploration Will Spend Nearly $900 Million In ,1989-02-04
China Discovers New Oilfields. ,1989-02-26
Wholesale Prices Soar. ,1989-02-10
Tanker Spills Oil Off Hawaii. ,1989-03-03
Tanker Spills Oil On... ,1989-03-03
Fine Powder Covers Kenova. ,1989-02-09
Wildlife Study Threatened By Antarctic Spill. ,1989-02-05
Oil Tanker Rams Reef Off Hawaii. ,1989-03-03
Greenwich ,1989-02-08
Antarctic Oil Spill May Threaten Study. ,1989-02-05
Greenwich ,1989-02-08
The Glasgow Herald ,1989-02-17
Game Of Chicken Over. ,1989-02-20
Tanker Leak-Near Waikiki. ,1989-03-03
"4a.. Thursday Februarys, We. The Federal Gas Tax Should Be ",1989-02-09
Observer-Reporter ,1989-02-14
Ekiss Us. Sam Donaldson.. Gas Tax Should Increase. ,1989-02-13
Amoco To Pay France. Judge Adds To Oil Spill Damages. ,1989-02-22
Shell Workers Buried Soiled Coveralls In River Sandbar. ,1989-02-28
102 Legal 102. Legal Notices Notices. ,1989-02-14
Oil Tanker Adrift In North Sea. ,1989-02-15
Bp Profits Down 13 Per Cent. ,1989-02-18
Deficit ,1989-02-19
Business Many Question Reasons For Soaring Gas Price. ,1989-05-23
Executive: Spill Let Gas Prices Rise Early. ,1989-05-23
Gas Price Hikes From Refineries. ,1989-05-23
Gas Prices. Oil Exec Says Cost Was Bound To Rise Anyway. By ,1989-05-23
Commentary Gasoline Price Hikes Due To Spill? ,1989-05-24
Expect Higher Gas Prices. ,1989-05-14
Don't Panic! The Pumps Won't Just Dry Up. By Roger Nicholson,1989-05-02
Summer Gasoline Could Be Costly. ,1989-05-09
Who Is Really Behind Rising Cost Of Gasoline? ,1989-05-03
Uncertainty After Spill Spurred Gas Price Hikes. ,1989-05-23
Letters: ,1989-05-11
Ex-Oil Employees Say Stealing From Indian Wells Is Common ,1989-05-10
Surge Sends Oil Higher. ,1989-05-04
Exxon Says Spills And Near Misses Just Bad Luck But Critics ,1989-05-14
Indian Wells Practices Detailed... Oil Thefts Found Common ,1989-05-10
Firm Accused Of Oil Thefts Evacuation Proposed From Indians ,1989-05-10
Company Linked To Theft Of Indian Oil. ,1989-05-10
Us Total Crude Oil Imports. ,1989-05-03
Ocean Fungus May Be Partial To Oil Spill Snack. ,1989-05-01
"8d-The Victoria Advocate, Wednesday, May 10, 1989. Firm ... ",1989-05-10
Oil Prices Fall As Saudis Boost Output. ,1989-05-03
Company Implicated In Theft Of Oil Stolen From Indians. ,1989-05-10
Observer Reporter. Washington Saturday. May Gasoline Prices ,1989-05-06
Crude Oil Futures Soar. ,1989-05-17
Commodities ,1989-05-01
Saudis Are Even Pumping Our Gas. ,1989-05-25
Oil Exec: Valdez Spill Spurred Rise In Gas Price. ,1989-05-23
Altus Times ,1989-05-22
Reading Eagle ,1989-05-26
Antarctica Next Disaster? ,1989-05-04
Officers To Probe Oil Prices. ,1989-05-02
Probe Of Oil Prices Asked. ,1989-05-02
Ethanol Helps Energy Security. ,1989-05-20
"Page 4. Puco Report Says Increase By Refiners, Not Oil ... ",1989-05-17
Nw Asks Gas-Price Probe. 3 States Federal. At The Gas Pumps. ,1989-05-02
Captain Of Indian Supertanker Detained After Spill. ,1989-05-01
Sharing Profits And Costs Of Spill. ,1989-05-04
Exxon Says It Asked To Use Chemicals On Alaska Spill. ,1989-05-09
Flexible-Fuel Vehicles Still Face Cost Problem. By Him K. ... ,1989-05-16
Oil Spill Hearing Set For Tuesday. ,1989-05-15
The Lewiston Journal ,1989-05-06
And Now For The Good News. ,1989-05-04
Coast Guard Commander Testifies In Oil Spill Hearings. ,1989-05-21
Oil Price Increase Fuels Inflation ,1989-05-12
Painful Lesson Learned. ,1989-05-10
A Touch Of Humor And For The Now The Good News... ,1989-05-09
"A Lighter Look At The World, Now, For The Good News. ",1989-05-04
Warning ,1989-05-29
Protection Expanding To Groundwater. By Joseph. ... ,1989-05-22
Oil Spill Wasn't That Terrible. Buchwald ,1989-05-05
Commodities ,1989-05-12
And Now For The Eood News About The Valdez Oil Valdo? Nil Spill,1989-05-15
Officials Want Oil Price Answers. ,1989-05-02
Us Asked To Probe Gas Prices. ,1989-05-02
Skipper Faces Charges In Alaska. ,1989-05-04
Halibut Season Opens Despite Oil. ,1989-05-15
Hearings On Alaska Spill Open Tuesday. ,1989-05-15
And Now For The Good News. ,1989-05-04
Oil Firm Eyes Expansion ,1989-05-07
Rising Demand Boosts Market For Opec Oil. ,1989-05-10
20-Per-Barrel Price Hasn't Enticed Oil Firms To Increase ... ,1989-05-04
Oil Spill Hurting Alaska Tourism. ,1989-05-30
Speaker Wright Pays Off Debts. ,1989-05-22
Gas Station Operators Want Pricing Scrutinized. ,1989-05-25
Aid Motorists. ,1989-05-18
Gasoline Prices. Initiative Would Put Price Practices Under ... ,1989-05-25
Spill Was. ,1989-05-23
"Wilmington Morning Star Tuesday. May 9, 1. Exxon Defends ",1989-05-09
Gas Dealers Want State To Regulate. ,1989-05-26
Susan Captain Returns To Lace Charge. ,1989-05-04
Opec Secretary: World. Could Bear Higher. Oil Price. ,1989-05-11
Crude Prices Fall Below $20 A Barrel. ,1989-05-09
Warning ,1989-05-31
Crude Oil Prices Increase. ,1989-05-02
Ixxon Execs Blast Government Witnesses. ,1989-05-09
Toughest Taskmaster Battles The Oil Spill. ,1989-05-16
Price Hike Not Blamed On Oil Spill. ,1989-05-22
Gas Prices Rise Sharply. ,1989-05-22
Roderick ,1989-05-16
Sarasota Herald-Tribune ,1989-05-02
Toughest Taskmaster Battles Oil. ,1989-05-15
Fahd Says Oil Prices Will Climb. ,1989-05-04
A Devastating Oil Spill. ,1989-05-06
"New Report Criticizes Oil Companies, Government. ",1989-05-18
Oil Spill Inquiry To Begin ,1989-05-15
Yamani Will Have The Last. Tv St! Strengthens Its Stranglehold,1989-05-16
Energy Prices Deteriorate. ,1989-05-18
"Oil, Gas Trading Light. ",1989-05-16
Saudis Join Texaco At Gas Pumps. ,1989-05-17
Now Saudis Even Pump Gasoline. ,1989-05-23
Now The Saudis Even Pump Gas. ,1989-05-26
Saudis Buying Into Texaco. ,1989-05-15
"Hearing Sorts Out Oil Spill Factors, Blame . ",1989-05-22
"Nation Evidence Suggests Booze, Complacency Led To Oil Spill",1989-05-21
Alaskan Oil Spill Hearings Uncover Plenty Of Blame. ,1989-05-22
Events Make Him Wonder Whether Our Thinking's Upside Down,1989-05-18
Rundle Twins Plan $90m Shale Oil Plant. ,1989-05-25
Regionstate Coal Production Expected To Remain Strong. ,1989-05-12
The Rochester Sentinel ,1989-05-12
Investigation In New York Slows Trading. ,1989-05-05
Outdated Plan Forms Basis Of Hudson Oil Spill Control. ,1989-05-15
Treasury Bills. ,1989-05-12
Sarasota Herald-Tribune ,1989-05-17
Hearing On Oil Spill Ends With No Admissions Of Testimony ,1989-05-22
Reading Eagle ,1989-05-21
Hearing On Valdez. Oil Spill. Concludes Brian Akra. ,1989-05-21
Commodities ,1989-05-10
Nation's Oil Stockpile Losing Security Value. ,1989-05-10
"Big Oil Spill Would Still Overwhelm Puget Sound Equipment, ",1989-05-08
Valdez Oil Spill Rearranging Alaskan Political Alliances. ,1989-05-13
Economist Speaks On Gasoline Prices. ,1989-06-24
The Hour ,1989-06-29
Three Oil Spills Threaten Us Waters. ,1989-06-26
3 Oil Tanker Spills Foul Nation's Waters . ,1989-06-25
Opec Plan To Increase Output Sets Oil Tumbling. ,1989-06-09
Quota Countries With A Total Of $404.93 Tile Export Board ... ,1989-06-23
Experts: Ri. Spill Not Like Valdez. ,1989-06-25
Kuwait's Plans To Cut Back Oil Production Sees Crude Prices Up,1989-06-27
Eugene Register-Guard ,1989-06-25
"Oil Production Dipped, Natural Gas Output Rose . ",1989-06-16
Record-Journal ,1989-08-17
Oil Imports Top 50 Percent For First Time In 12 Years. ,1989-08-17
Sarasota Herald-Tribune ,1989-08-26
Imported Oil Use Tops 50 Percent; First Time Since 77. ,1989-08-17
Gas ,1989-08-13
"Lpg, Avgas Prices Increased Today. By Marichu Villanueva. ",1989-08-17
Gas Companies Misusing Oil Fund Guingona. By Pel Maragay,1989-08-22
Oil Futures Prices Rise. ,1989-08-10
Boren Endorses Bill Expected To Spur Oil Production ,1989-08-04
Trade Of Fuel-Oil Futures Pacts Ok'd. Nymex Hasn't Decided ,1989-08-22
Us Crude Prices Increase. ,1989-08-11
New Straits Times ,1989-08-04
Summer Gas Shortage. ,1989-08-13
"Alaska Sues Exxon, Six Other Firms. Spill Damages Could Be ",1989-08-15
Aquino Softens Oil Hike Impact. Postponed The Aug. 1 Fuel ... ,1989-08-15
Commodities ,1989-08-09
Crude Oil Prices Drop. ,1989-08-26
Doren Asks Lax Oreai For For Oil-Gas Industry. Jennifer ... ,1989-08-06
Slack Demand Puts The Brake On Rocketing Gasoline Prices,1989-08-20
Many Culprits Set Stage For Alaska Oil Spill. ,1989-08-05
Tarp Rise In Gas Prices Cuts Consumers Demand ,1989-08-13
Warning ,1989-08-25
Heating Oil Demand Up. ,1989-08-31
Indons Not Keen On Raising Oil Quotas. ,1989-08-01
Oil Futures Close Mixed. ,1989-08-23
Turmoil Feared Over Oil Hikes. By Amante Bigornia Who ... ,1989-08-25
Commodities ,1989-08-02
Gasoline Prices Continue To Fall. ,1989-08-31
"The Victoria Advocate, Saturday, August 19.1989-5b ... ",1989-08-19
Oil Reserve Estimate Lowered. ,1989-08-19
Government Cuts Estimate Of Undiscovered Oil Resources. ,1989-08-21
Imported Oil Usage Balloons. ,1989-08-17
Unnatural Stillness Haunts Prince William Sound. ,1989-08-09
"Warning Chemicals Known To The State To Cause Cancer, Birth ",1989-08-28
Evening Storm Causes Damage In Enic. ,1989-08-23
Senators Warns Of Putting Off Us. Oil Exploration ,1989-08-23
Senators Warns Of Putting Off Us. Oil Exploration ,1989-08-23
Billion Charge From Irs. Exxon And Texaco To Challenge Claim ,1989-08-03
Ellensburg Daily Record ,1989-08-18
Caltex Embarks On Big Restructuring. ,1989-08-03
Oil Prospects Lowered I. ,1989-08-17
Biologists Say Eagles Dying. ,1989-08-08
Us Cuts Oil Resources Estimate. ,1989-08-20
New Found Oil Supply Said Small. ,1989-08-19
Maia Foetid. Alaska Lesson Unlearned. ,1989-08-18
State Gas Prices Lowest Since April. ,1989-08-10
Us Oil Resource Estimate Lowered. ,1989-08-20
Alaska Sues Exxon And 6 Other Oil Companies Over Oil Spill. ,1989-08-16
Bangor Daily News ,1989-08-02
The Albany Herald ,1989-08-09
"Alaska Suing Exxon, 6 Other Oil Companies. ",1989-08-16
"Alaska Files Oil-Spill Lawsuit. Global Report Exxon, 6 Other ... ",1989-08-16
"Alaska Sues Exxon, Others Over Oil Spill. ",1989-08-16
Exxon And 6 Other Oil Companies Sued By Alaska Over Valdez ,1989-08-16
"4a Lewiston Tribunewednesday, August 16, 1989. Alaska Sues ",1989-08-16
Alaska Sues Exxon Corp. Ver Valdez. Oil Spill. ,1989-08-16
"Alaska Files Oil Spill Lawsuit Against Exxon, Others. ",1989-08-16
Alaska Sues Exxon Corp. Over Oil Spill. 6 Other Firms ... ,1989-08-16
Stillness Was Haunting After Alaska Spill. ,1989-08-17
"Nc Gas Prices Lower, Despite Tax Increase. ",1989-08-12
Domestic Oil Production Pressed. In The Drilling Of New 42 ... ,1989-08-01
Brazilian Spills. ,1989-08-25
Reading Eagle ,1989-08-18
Sues Over Oil Spill. ,1989-08-16
Consortium Over Spill. ,1989-08-16
"Alaska Files Suit Over Spill. Exxon, Six Others Charged With ",1989-08-16
Oil Spill Post Given Connell. ,1989-08-01
Exxon Tells Plans For Winter Cleanup. ,1989-08-19
Alaska Suing 7 Firms Over Valdez Oil Spill. ,1989-08-16
"Alaska Files Suit Against Exxon, Others Over Spill. ",1989-08-16
Alaska Files Billion-Dollar Oil-Spill Suit. ,1989-08-16
Oil Companies Sued Over Alaska Spill. ,1989-08-16
Alaska Sues Over Oil Spill. ,1989-08-15
Oil Spill Planning Must Begin Today. ,1989-08-02
Exxon Cleanup Creates New Woes. ,1989-08-25
Clear-Air Needs Leading To Cleaner Gas. ,1989-08-27
Crude Boost For Shell. ,1989-08-10
Crude Boost For Shell. ,1989-08-10
Suit Seeks Oil-Industry Fund To Restore Alaska Coastline. ,1989-08-17
"Alaska Sues Exxon, Firms Over Oil Spill. ",1989-08-16
Dog Manners. ,1989-08-16
"Tourists Avoid Valdez, Flock To Rest Of Alaska Midsummer ... ",1989-08-06
Exxon Readies Incinerator To Burn Oil-Spill Debris. ,1989-08-21
Oil Prices Fall In Hurricane's Wake. ,1989-08-02
Oil-Burning Tests. ,1989-08-21
"Exxon Gone, Valdez Sets For Winter. ",1989-08-16
Make Drilling Ban Permanent For Sta. ,1989-08-08
Cgt Hoping To... ,1989-08-24
China Fines 5 Major Companies For Illegal Activities. ,1989-08-16
China Fines Companies For Their Illegal Actions. ,1989-08-16
Oil Imports Supply Half Of Demand ,1989-08-17
Authorities Ok Solvent For Cleanup. ,1989-08-24
Exxon Just Declares A Victory. ,1989-08-01
Alaska Claims. Cleanup Fails. ,1989-08-25
Uncertain Winter For Valdez As Exxon Prepares To Depart. ,1989-08-17
Unusual Claim Includes Wildlife In Oil Spill Suit. ,1989-08-18
Alaska Restoration Plan Unveiled. ,1989-08-23
Valdez Braces For Uncertain Winter. ,1989-08-17
China Oil Blaze Toll 1 1. ,1989-08-14
Suit Demands Exxon Restore Alaska Coast. ,1989-08-17
Mexico Loosens Investment Rules. ,1989-08-20
Mexican Government Hopes To Increase Its Oil Efficiency. ,1989-08-15
Valdez Braces For Major Changes. Town Will Face Uncertain ,1989-08-17
"Classified Or Thursday, August. Valdez Braces For Uncertain ",1989-08-17
Exxon Wants To Share Dirty Work With Mother Nature. ,1989-08-01
Ire Bracing For Mcertain Bracing Winter Uncertain Winter. ,1989-08-17
New Straits Times ,1989-08-15
Joe Sludge Does Impossible Completes Alaskan Cleanup. ,1989-08-07
Gettysburg Times ,1989-08-01
Monument Back In Profit At. ,1989-08-16
Damage Potential Vast From Oil Spill. ,1989-09-11
Indons Likely To Lower Crude Oil Prices. ,1989-09-02
No Proof Found Of Collusion In Gas Price Increases. ,1989-09-14
"Crews Clean Up Second, But Smaller, Delaware Oil Spill. ",1989-09-01
State Probe Fails To Prove Gasoline Price Fixing. ,1989-09-14
Hugo Drives Gas Prices Up 2 Cents On Merc. ,1989-09-22
"State Un Company. Directs Spill Cleanup. Hull, England Aim ... ",1989-09-19
Calculating Oil Spill Costs No. ,1989-09-22
Oil Industry Cleans Up Gasoline To Better Air. ,1989-09-24
Crude Oil Closes Higher. ,1989-09-27
Crude Oil Output Down Sharply. ,1989-10-11
Indonesia's Oil Industry Set To Recover. ,1989-10-24
Petroleum Crude Oil Output Likely To Dip. ,1989-10-28
To Develop Cleanup Plans Or... ,1989-10-16
To Develop Cleanup Plans Or... ,1989-10-14
Schenectady Gazette ,1989-10-06
"Profits Fall At Shell, Mobile And Chevron ",1989-10-31
Exxon's Earnings Decline In Quarter. ,1989-10-24
All.. Dead River Pioneered Cash-On-Aelivery Fuel-Oil Sales. ,1989-10-26
Petronas Considering Malacca Refinery Bids. ,1989-10-20
The Union Democrat ,1989-10-11
Us Has Again Become Vulnerable To Opec. ,1989-10-18
No Spill Response Plan Alaska Bars Tanker From Port. ,1989-10-27
Phillips Petroleum Sees Income Drop. R. ,1989-10-24
25 Press-Courier Stenard. Port Hueneme Camarillo. Oil Moves ,1989-10-10
The Region It Columbus Bladen. Now You Can Have Your Say ,1989-10-04
Oil Firms Fight Transport Rule. ,1989-10-10
Boca Raton News ,1989-10-17
Commodities: Review. ,1989-10-23
Opec To Set New Production Quota As Prices Drop. ,1989-10-26
Oil Industry Leaders See Promising Times Ahead. ,1989-10-01
"Texas Disaster Illustrates Inherent Risk, Refiners Say. By ... ",1989-10-25
Alaska Gets Tough. ,1989-10-16
Oil Futures Prices End Mixed. ,1989-10-26
Alaska Oil Tanker Denied Docking. ,1989-10-27
"Most Alaskan Oil-Spill Costs Are Covered, Exxon Says. ",1989-10-11
"Amoco, Ashland Oil Cos. Report Drops In Profits. ",1989-10-19
In Our Opinion Strategic Oil Leasing Plan Could Leave Us. At ,1989-10-03
Gold ,1989-10-19
Oil Futures Prices Rise. ,1989-10-10
Commodities ,1989-10-24
Sales Drop Hits Shel. ,1989-10-25
Sales Drop Hits Shell. ,1989-10-25
Exxon Claims It's. ,1989-10-25
Commodities ,1989-10-25
Alaska Sued. ,1989-10-24
Pumice Powder Assures Satiny Finish On Wood. ,1989-10-05
Travel Alaska: Tourists Are Still The State's Pipeline. ,1989-10-07
Crude Oil Leak. ,1989-10-06
Exxon Suit Claims Alaska Hindered Oil Cleanup. ,1989-10-24
"Usx Seeks Buyer For Txo Oil, Gas. Reserves ",1989-10-03
Signs Point To Another Oil Crisis. ,1989-10-10
Business Briefs. ,1989-10-03
Sarasota Herald-Tribune ,1989-10-25
New Straits Times ,1989-10-16
Opec's Best Friend? America! ,1989-10-30
Opecs Best Friend Is American Driver. ,1989-10-31
Stayi Job. ,1989-10-04
Shland Oil Records Worse Year Lince 1985: Earninas Dio 62%,1989-10-24
Energy Efficiency May Be Factor In The Future. ,1989-10-14
Oil Earnings Mixed. ,1989-10-23
Oil Giants Post Mixed Earnings. ,1989-10-24
Sun Begins Modernization Work. ,1989-10-06
New Oil Find Announced. ,1989-10-11
Oil Production Reported. ,1989-10-19
Gettysburg Times ,1989-10-05
"While World Prays, Crews Search For Survivors. World Leaders ",1989-10-18
New Oil Field Found Off African Coast. ,1989-10-11
New Oil Find Off African Coast. ,1989-10-12
From Oil Bust Not Complete. ,1989-10-30
Oil Companies Report Mixed Quarterly Results. ,1989-10-24
Sarasota Herald-Tribune ,1989-10-21
Alaska Stops Big Oil Tanker. ,1989-10-27
Chevron To Modernize Refinery. ,1989-10-05
Oil Found Off African Coast. ,1989-10-12
Prices Unaffected. ,1989-10-20
Consumer Prices. ,1989-10-19
Sarasota Herald-Tribune ,1989-10-13
Floor Fight Expected On House Oil Spill Bill. ,1989-10-02
Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
Refugees ,1989-10-15
Prices Unaffected. ,1989-10-19
Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
I Oil Spill Bill Debate Due. ,1989-10-02
Star-News ,1989-10-08
Sarasota Herald-Tribune ,1989-10-14
Dockage Denied. ,1989-10-27
New Straits Times ,1989-10-25
Copper Prices Off Agai. ,1989-10-19
Anchorage Gets Skipper's Trial. ,1989-10-28
Catastrophic Care Faces Repeal: Foley. ,1989-10-02
Cocoa Hits 16-Year Low Over Ivory Coast Worries. ,1989-10-03
Corvallis Spill Being Cleaned Up. ,1989-10-25
Ex-Tanker Captain Claims Immunity. ,1989-10-18
Ex-Tanker Captain Claims Immunity. ,1989-10-19
Recession Fears Fuel Copper Futures Selloff. ,1989-10-25
Aldez Captain Claims Immunity. ,1989-10-20
"Copper Futures Hit High, Plunge. ",1989-10-11
Commodity Roundup. ,1989-10-03
"When This Guy Talks, The Whole Office Listens. Douglas ... ",1989-10-13
X-Exxon Captain Claims Immunity. ,1989-10-20
Preserve Weather Factory. ,1989-10-25
Oil Tanker Kept From Docking. ,1989-10-27
Former Exxon Valdez Captain To Face Jury In Anchorage Trial,1989-10-28
Gas Prices Steady As Crude Oil Supplies Rise. ,1989-10-09
Foley Predicts Doom For Catastrophic Care. ,1989-10-02
House Is Expected To Act On Renegotiated Oil-Spill Measure. ,1989-10-02
Tanker Idled For Lack Of Spill Plan ,1989-10-27
Europeans Meet With Eye To Cooperation ,1989-10-05
Shevardnadze Meets With Critic In Poland ,1989-10-25
Petroleum Futures. ,1989-10-11
Petroleum Futures. Futures Tradly On The New York Mercantile ,1989-10-19
Serious Motorists Take Their Motor Oil Seriously. ,1989-10-03
Crude Oil Prices. ,1989-10-08
Exxon Skipper's Trial Likely To Move. ,1989-10-07
Consumer Prices Climb Slightly. Unexpectedly Modest Increase ,1989-10-20
Consumer Prices Rise By 0.2 Percent During September. ,1989-10-19
Commodity Roundup Fi. ,1989-10-17
Sun Journal ,1989-10-28
Consumer Prices Rise A Modest 0.2 Percent. ,1989-10-19
Conoco Begins Producing Crude Oil From World's Deepest ... ,1989-11-08
The Victoria Advocate. Wednesday November 29.1989-5b Opec ,1989-11-29
Tial Relatives From Committing Was Relieved From His Post By ,1989-11-15
Leg Well Platform Operational. ,1989-11-09
Opec Stymied In Year-Long Bid For Oil Accord. ,1989-11-26
"Sarasota Herald-Tribunewednesday, November 29, 1989. Opec ",1989-11-29
Page 30. Marketing Pacts Could Hurt Opec. ,1989-11-06
Opec Officials Ok Oil Production Limit. ,1989-11-29
Warning ,1989-11-27
Mechanics Creating Huge Oil Spills Diabetes Dangerous If ... ,1989-11-01
Oil Contracts Close After Sharp Drop. ,1989-12-20
Cold Spell Sends Oil Higher. ,1989-12-05
Garson Reconsidering Selling Her Ranch. ,1989-12-29
Cold Wind Pushes Up Oil Prices. ,1989-12-19
Fire Helps Fuel Heating Oil Price Jump. ,1989-12-27
"Spot Shortages Expected, Too. Fire Prompts Heating Oil Price ",1989-12-27
"The Victoria Advocate, Wednesday, December 27, 1989s... Spot ",1989-12-26
Spot Shortages Possible. Heating Oil Prices Surge. ,1989-12-27
Heating Continue Explosion At. ,1989-12-27
Cold Spell Extends Rally In Oil Prices. ,1989-12-20
Commodities ,1989-12-20
Price Gouging Claimed On Oil. ,1989-12-29
"Leaders In Forestry, Oil And Gas. ",1989-12-20
Heating Oil Prices Surge. ,1989-12-27
Exxon Refinery Explosion Sends Oil Futures Soaring. ,1989-12-27
Worrying Anew Over Reliance On Oil Imports. By Robert D. ... ,1989-12-31
"Sarasota Herald-Tribunewednesday, December 27, 1989. Cold ",1989-12-27
Home Heating Oil Prices Surging Here's Why. ,1989-12-23
Explosion Causes Spot Shortages Of Heating Oil. By Marcy Gordon,1989-12-26
Prices Of Heating Oil Surge After Explosion ,1989-12-27
Heating Oil Prices Rise; Shortages Possible. ,1989-12-27
"Oil Futures Climb Due To The Freeze, Refinery Explosion ",1989-12-27
Oil Prices Jump After Refinery Explosion ,1989-12-27
The Spokesman-Review ,1989-12-09
Lucky Break For Oil Cartel. ,1989-12-14
Commodities ,1989-12-13
Recovery For Wildlife May Take Up To 70 Years. By Berliner ,1989-12-11
Nil Wants Oil Units Back. ,1989-12-21
"Heating Oil, Orange Juice Futures Rise. ",1989-12-22
Waste Oil Is No Waste. ,1989-12-13
Freeze Fear Pressures Juice Prices. ,1989-12-20
Commodities ,1989-12-22
"Oil, Gas Prices Up 7st A Gallon Conoco Blames Shrinking Supply",1989-12-30
Cold Snap Causes Eastern Heating Oil Prices To Surge. ,1989-12-28
